"AttributeName","Consistency","ValueIDS","Values","FusedValue","IsCorrect","CorrectValue"
"Publisher","0.75","Publisher-{jpntop_195|Game_List_ID_5815|Game_List_ID_1666|vga_games_json1768}","{Square Enix|SquareSoft|Square Enix|Square Enix}","SquareSoft",,
"Publisher","0.6666666666666666","Publisher-{jpntop_472|Game_List_ID_5478|vga_games_json5758}","{Bandai Namco Games|Namco Bandai Games|Namco Bandai}","Namco Bandai",,
"Sales","1.0","Sales-{vga_games_json1905|jpntop_691}","{250000.0|248376.0}","249188.0",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_7011|Game_List_ID_9680|jpntop_772}","{2013-01-01T00:00|2013-01-01T00:00|2013-12-19T00:00}","2013-01-01T00:00",,
"Genre","0.75","Genre-{jpntop_923|Game_List_ID_2685|Game_List_ID_286|Game_List_ID_1426}","{RPG|Role-Playing|Role-Playing|Role-Playing}","Role-Playing",,
"Genre","1.0","Genre-{jpntop_306}","{ADV}","ADV",,
"Sales","1.0","Sales-{jpntop_494|vga_games_json488|jpntop_53}","{320776.0|1930000.0|1958460.0}","1403078.6666666667",,
"GameTitle","0.0","GameTitle-{vga_games_json1796|Game_List_ID_1689|jpntop_310}","{Pikmin 2|Pikmin 2|Pikmin 2}","Pikmin 2",,
"Sales","1.0","Sales-{vga_games_json10679|jpntop_700|vga_games_json7066|vga_games_json6846}","{110000.0|245877.0|60000.0|260000.0}","168969.25",,
"GameTitle","0.0","GameTitle-{jpntop_996|vga_games_json7979|Game_List_ID_7615}","{7th Dragon 2020|7th Dragon 2020|7th Dragon 2020}","7th Dragon 2020",,
"Genre","0.0","Genre-{Game_List_ID_7321|jpntop_856}","{Sports|SPT}","SPT",,
"GameTitle","0.0","GameTitle-{jpntop_719|vga_games_json365|Game_List_ID_1719|vga_games_json1808|jpntop_798|Game_List_ID_336}","{Mario & Sonic at the London 2012 Olympic Games|Mario & Sonic at the London 2012 Olympic Games|Mario & Sonic at the London 2012 Olympic Games|Mario & Sonic at the London 2012 Olympic Games|Mario & Sonic at the London 2012 Olympic Games|Mario & Sonic at the London 2012 Olympic Games}","Mario & Sonic at the London 2012 Olympic Games",,
"Publisher","1.0","Publisher-{jpntop_262|Game_List_ID_2909|vga_games_json3071}","{Square Enix|Square Enix|Square Enix}","Square Enix",,
"Publisher","0.6666666666666666","Publisher-{Game_List_ID_2084|vga_games_json2223|jpntop_207}","{Tecmo Koei|KOEI|Koei}","KOEI",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_17|vga_games_json3|Game_List_ID_3}","{2008-10-04T00:00|2008-04-27T00:00|2008-01-01T00:00}","2008-04-27T00:00","false","2008-04-10T00:00"
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_816|vga_games_json874|jpntop_202}","{2010-01-01T00:00|2011-02-07T00:00|2010-11-25T00:00}","2010-11-25T00:00",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_7780|jpntop_941|vga_games_json8145}","{2005-01-01T00:00|2005-08-12T00:00|2005-12-08T00:00}","2005-08-12T00:00",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json88|vga_games_json1498|Game_List_ID_1442|Game_List_ID_259|jpntop_753|Game_List_ID_103}","{2015-11-10T00:00|2015-11-10T00:00|2015-01-01T00:00|2015-01-01T00:00|2015-12-17T00:00|2015-01-01T00:00}","2015-01-01T00:00",,
"Genre","0.0","Genre-{jpntop_524|Game_List_ID_443}","{ETC|Simulation}","Simulation",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_945|Game_List_ID_9122|Game_List_ID_2609|Game_List_ID_5837|Game_List_ID_4448}","{2013-01-17T00:00|2015-01-01T00:00|2013-01-01T00:00|2015-01-01T00:00|2013-01-01T00:00}","2015-01-01T00:00",,
"Publisher","1.0","Publisher-{jpntop_509|Game_List_ID_3112|vga_games_json3277}","{Nintendo|Nintendo|Nintendo}","Nintendo",,
"Genre","0.0","Genre-{jpntop_993|Game_List_ID_8190}","{RPG|Action}","Action",,
"Sales","1.0","Sales-{jpntop_340|vga_games_json260}","{424938.0|510000.0}","467469.0",,
"Genre","0.0","Genre-{jpntop_13|Game_List_ID_12}","{RCE|Racing}","RCE","false",
"Publisher","1.0","Publisher-{Game_List_ID_1614|jpntop_110|vga_games_json284|Game_List_ID_264}","{Square Enix|Square Enix|Square Enix|Square Enix}","Square Enix",,
"GameTitle","0.0","GameTitle-{jpntop_418|Game_List_ID_421|vga_games_json403}","{Gran Turismo 6|Gran Turismo 6|Gran Turismo 6}","Gran Turismo 6",,
"GameTitle","0.0","GameTitle-{Game_List_ID_2940|vga_games_json3107|jpntop_497}","{Mobile Suit Gundam: Journey to Jaburo|Mobile Suit Gundam: Journey to Jaburo|Mobile Suit Gundam: Journey to Jaburo}","Mobile Suit Gundam: Journey to Jaburo",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json1020|jpntop_502|Game_List_ID_951}","{2004-12-07T00:00|2004-11-11T00:00|2004-01-01T00:00}","2004-11-11T00:00",,
"GameTitle","0.0","GameTitle-{jpntop_253|Game_List_ID_3882|vga_games_json4088}","{Kenkou Ouen Recipe 1000: DS Kondate Zenshuu|Kenkou Ouen Recipe 1000: DS Kondate Zenshuu|Kenkou Ouen Recipe 1000: DS Kondate Zenshuu}","Kenkou Ouen Recipe 1000: DS Kondate Zenshuu",,
"Publisher","1.0","Publisher-{vga_games_json1002|jpntop_724|Game_List_ID_997}","{Nintendo|Nintendo|Nintendo}","Nintendo",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_262|Game_List_ID_2909|vga_games_json3071}","{2007-12-07T00:00|2007-01-01T00:00|2008-02-19T00:00}","2007-12-07T00:00",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_1081|Game_List_ID_351|vga_games_json383|vga_games_json1149|jpntop_355|Game_List_ID_14743|jpntop_785|Game_List_ID_741}","{2005-01-01T00:00|2005-01-01T00:00|2005-10-25T00:00|2005-01-11T00:00|2005-01-12T00:00|2007-01-01T00:00|2005-01-27T00:00|2007-01-01T00:00}","2005-01-01T00:00",,
"Genre","0.75","Genre-{Game_List_ID_207|Game_List_ID_8496|jpntop_834|Game_List_ID_9682}","{Action|Action|ADV|Action}","Action",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_5|Game_List_ID_44|vga_games_json47}","{2005-11-23T00:00|2005-01-01T00:00|2005-12-05T00:00}","2005-11-23T00:00","true","2005-11-23T00:00"
"Sales","1.0","Sales-{jpntop_580|vga_games_json671}","{283029.0|290000.0}","286514.5",,
"Publisher","0.6666666666666666","Publisher-{vga_games_json2994|jpntop_206|Game_List_ID_2845}","{D3Publisher|Bandai Namco Games|Namco Bandai Games}","D3Publisher",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_418|Game_List_ID_421|vga_games_json403}","{2013-05-12T00:00|2013-01-01T00:00|2013-12-06T00:00}","2013-05-12T00:00",,
"Genre","0.0","Genre-{jpntop_866|Game_List_ID_2795}","{RPG|Role-Playing}","RPG",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json7662|Game_List_ID_7321|jpntop_856}","{2008-08-21T00:00|2008-01-01T00:00|2008-08-21T00:00}","2008-08-21T00:00",,
"GameTitle","0.0","GameTitle-{jpntop_729|vga_games_json4264|Game_List_ID_6811}","{Dragon Ball: Fusions|Dragon Ball: Fusions|Dragon Ball: Fusions}","Dragon Ball: Fusions",,
"GameTitle","0.0","GameTitle-{vga_games_json5275|Game_List_ID_5078|jpntop_983}","{Naruto Shippuden: Ultimate Ninja Heroes 3|Naruto Shippuden: Ultimate Ninja Heroes 3|Naruto Shippuden: Ultimate Ninja Heroes 3}","Naruto Shippuden: Ultimate Ninja Heroes 3",,
"Publisher","1.0","Publisher-{vga_games_json3348|jpntop_211}","{Namco Bandai Games|Bandai Namco Games}","Namco Bandai Games",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_6587|vga_games_json6908|jpntop_795}","{2012-01-01T00:00|1920-12-31T00:00|2012-07-06T00:00}","1920-12-31T00:00",,
"GameTitle","0.0","GameTitle-{Game_List_ID_3383|vga_games_json3499|jpntop_641}","{New Play Control! Pikmin 2|New Play Control! Pikmin 2|New Play Control! Pikmin 2}","New Play Control! Pikmin 2",,
"Publisher","1.0","Publisher-{jpntop_90|vga_games_json1480}","{Level 5|Level 5}","Level 5",,
"GameTitle","0.0","GameTitle-{jpntop_39|Game_List_ID_16|vga_games_json16}","{Wii Fit Plus|Wii Fit Plus|Wii Fit Plus}","Wii Fit Plus","false","Wii Fit Plus"
"Publisher","0.6666666666666666","Publisher-{vga_games_json10952|vga_games_json3433|jpntop_393|Game_List_ID_14042|Game_List_ID_3275|Game_List_ID_8596|Game_List_ID_8915|Game_List_ID_10441|Game_List_ID_11875}","{Tecmo Koei|Tecmo Koei|Koei Tecmo|Tecmo Koei|Ubisoft Annecy|Ubisoft Annecy|Tecmo Koei|Ubisoft Annecy|Tecmo Koei}","Tecmo Koei",,
"Sales","1.0","Sales-{vga_games_json5720|jpntop_468}","{340000.0|336087.0}","338043.5",,
"Sales","1.0","Sales-{vga_games_json1813|jpntop_401}","{380000.0|379667.0}","379833.5",,
"Publisher","1.0","Publisher-{vga_games_json169|Game_List_ID_175|jpntop_56}","{Nintendo|Nintendo|Nintendo}","Nintendo",,
"Sales","1.0","Sales-{jpntop_892|vga_games_json5802}","{195864.0|230000.0}","212932.0",,
"Publisher","0.0","Publisher-{Game_List_ID_569|jpntop_180}","{Nintendo|Level 5}","Level 5",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json7786|Game_List_ID_7425|jpntop_786}","{2005-12-29T00:00|2005-01-01T00:00|2005-12-29T00:00}","2005-12-29T00:00",,
"Publisher","0.6666666666666666","Publisher-{Game_List_ID_8422|jpntop_918|vga_games_json8807}","{Namco Bandai Games|Bandai Namco Games|Namco Bandai}","Namco Bandai",,
"Sales","1.0","Sales-{jpntop_902|vga_games_json2936}","{193466.0|220000.0}","206733.0",,
"Publisher","0.6666666666666666","Publisher-{Game_List_ID_2131|Game_List_ID_882|Game_List_ID_18|Game_List_ID_10149|jpntop_420|vga_games_json17}","{Take-Two Interactive|Take-Two Interactive|Take-Two Interactive|Take-Two Interactive|Capcom|Rockstar Games}","Capcom",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_11529|vga_games_json508|Game_List_ID_393|Game_List_ID_7858|Game_List_ID_2558|jpntop_302|jpntop_840|Game_List_ID_3117}","{2015-01-01T00:00|2015-09-01T00:00|2015-01-01T00:00|2015-01-01T00:00|2015-01-01T00:00|2015-02-09T00:00|2015-02-09T00:00|2015-01-01T00:00}","2015-01-01T00:00",,
"Genre","0.0","Genre-{jpntop_129|Game_List_ID_598}","{ETC|Simulation}","Simulation",,
"Sales","1.0","Sales-{jpntop_955}","{182766.0}","182766.0",,
"Sales","0.0","Sales-{jpntop_568|vga_games_json4700}","{287584.0|280000.0}","283792.0",,
"Publisher","1.0","Publisher-{Game_List_ID_7780|jpntop_941|vga_games_json8145}","{Sega|Sega|Sega}","Sega",,
"Publisher","1.0","Publisher-{jpntop_585|vga_games_json1191}","{Nintendo|Nintendo}","Nintendo",,
"Publisher","1.0","Publisher-{jpntop_142|Game_List_ID_2818|Game_List_ID_583|vga_games_json622}","{Square Enix|Square Enix|Square Enix|Square Enix}","Square Enix",,
"Publisher","0.0","Publisher-{jpntop_595|Game_List_ID_2692}","{Pokemon Co.|Nintendo}","Nintendo",,
"Sales","0.0","Sales-{vga_games_json5524|jpntop_657}","{270000.0|259759.0}","264879.5",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_866|Game_List_ID_2795}","{2008-07-08T00:00|2008-01-01T00:00}","2008-07-08T00:00",,
"Publisher","1.0","Publisher-{jpntop_692|vga_games_json1311|Game_List_ID_1240}","{Capcom|Capcom|Capcom}","Capcom",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_13172|vga_games_json2035|jpntop_779}","{2016-01-01T00:00|2017-07-28T00:00|2016-08-12T00:00}","2017-07-28T00:00",,
"Sales","0.0","Sales-{vga_games_json3486|jpntop_499}","{340000.0|320281.0}","330140.5",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_880|Game_List_ID_2631|vga_games_json2778}","{2009-02-19T00:00|2009-01-01T00:00|2009-02-24T00:00}","2009-02-24T00:00",,
"Genre","0.0","Genre-{Game_List_ID_185|jpntop_127}","{Platform|ACT}","ACT",,
"Sales","1.0","Sales-{vga_games_json21|vga_games_json19|jpntop_855|jpntop_157}","{600000.0|990000.0|205651.0|787233.0}","645721.0",,
"GameTitle","0.0","GameTitle-{jpntop_2|vga_games_json7|Game_List_ID_7}","{New Super Mario Bros.|New Super Mario Bros.|New Super Mario Bros.}","New Super Mario Bros.","false","New Super Mario Bros."
"Publisher","1.0","Publisher-{Game_List_ID_73|vga_games_json61|jpntop_12}","{Nintendo|Nintendo|Nintendo}","Nintendo","true","Nintendo"
"GameTitle","0.0","GameTitle-{Game_List_ID_824|jpntop_149|vga_games_json876}","{Metal Gear Solid: Peace Walker|Metal Gear Solid: Peace Walker|Metal Gear Solid: Peace Walker}","Metal Gear Solid: Peace Walker",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_193|Game_List_ID_710}","{2008-03-20T00:00|2008-01-01T00:00}","2008-03-20T00:00",,
"Genre","0.5","Genre-{jpntop_139|Game_List_ID_189|jpntop_23|Game_List_ID_2416}","{RPG|Role-Playing|RPG|Role-Playing}","RPG",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_80|vga_games_json1223|Game_List_ID_1151|jpntop_101}","{2007-11-22T00:00|2008-09-16T00:00|2007-01-01T00:00|2001-11-22T00:00}","2007-11-22T00:00",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json1893|Game_List_ID_1782|jpntop_327}","{2004-09-27T00:00|2003-01-01T00:00|2003-12-12T00:00}","2003-12-12T00:00",,
"Sales","0.0","Sales-{vga_games_json198|jpntop_127}","{1090000.0|926835.0}","1008417.5",,
"Genre","1.0","Genre-{jpntop_867}","{RPG}","RPG",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_341|vga_games_json2752|Game_List_ID_6132|Game_List_ID_2601}","{2006-05-10T00:00|2006-11-07T00:00|2006-01-01T00:00|2006-01-01T00:00}","2006-01-01T00:00",,
"GameTitle","0.0","GameTitle-{Game_List_ID_2695|jpntop_531}","{Final Fantasy X/X-2 HD Remaster|Final Fantasy X/X-2 HD Remaster}","Final Fantasy X/X-2 HD Remaster",,
"GameTitle","0.0","GameTitle-{jpntop_100|vga_games_json589}","{Yoshi's Island DS|Yoshi's Island DS}","Yoshi's Island DS",,
"GameTitle","0.0","GameTitle-{jpntop_619|Game_List_ID_3533|vga_games_json3634}","{Final Fantasy Explorers|Final Fantasy Explorers|Final Fantasy Explorers}","Final Fantasy Explorers",,
"Sales","0.6666666666666666","Sales-{jpntop_353|vga_games_json6378|jpntop_723}","{416978.0|220000.0|238782.0}","291920.0",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json2395|jpntop_990|Game_List_ID_2273}","{2011-06-13T00:00|2011-07-07T00:00|2011-01-01T00:00}","2011-06-13T00:00",,
"Sales","1.0","Sales-{jpntop_142|vga_games_json622}","{859766.0|890000.0}","874883.0",,
"GameTitle","0.0","GameTitle-{vga_games_json6798|jpntop_680|Game_List_ID_6483}","{Love Plus|Love Plus|Love Plus}","Love Plus",,
"Publisher","0.75","Publisher-{jpntop_261|Game_List_ID_652|vga_games_json703|Game_List_ID_6293}","{Bandai|Atari|Atari|Atari}","Atari",,
"Publisher","0.0","Publisher-{jpntop_84|vga_games_json1243}","{Square Enix|Nintendo}","Nintendo",,
"GameTitle","0.0","GameTitle-{jpntop_270|Game_List_ID_2596|Game_List_ID_10006|vga_games_json2748}","{Tales of Destiny 2|Tales of Destiny 2|Tales of Destiny 2|Tales of Destiny 2}","Tales of Destiny 2",,
"Publisher","0.6666666666666666","Publisher-{jpntop_927|Game_List_ID_7484|vga_games_json7840}","{Bandai Namco Games|Namco Bandai Games|Namco Bandai}","Namco Bandai",,
"GameTitle","0.0","GameTitle-{jpntop_980|vga_games_json8892|Game_List_ID_8747}","{Sumikko Gurashi: Omise Hajimerundesu|Sumikko Gurashi: Omise Hajimerundesu|Sumikko Gurashi: Omise Hajimerundesu}","Sumikko Gurashi: Omise Hajimerundesu",,
"Genre","0.0","Genre-{jpntop_375|Game_List_ID_301}","{FTG|Fighting}","Fighting",,
"Publisher","1.0","Publisher-{Game_List_ID_6775|jpntop_714}","{Capcom|Capcom}","Capcom",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_308|Game_List_ID_1809|vga_games_json1910}","{2007-07-26T00:00|2007-01-01T00:00|2008-03-18T00:00}","2007-07-26T00:00",,
"Sales","0.0","Sales-{vga_games_json6602|jpntop_698}","{270000.0|246442.0}","258221.0",,
"GameTitle","0.0","GameTitle-{jpntop_274|Game_List_ID_1462|Game_List_ID_695|vga_games_json1558}","{Chrono Trigger|Chrono Trigger|Chrono Trigger|Chrono Trigger}","Chrono Trigger",,
"Sales","1.0","Sales-{jpntop_735}","{235266.0}","235266.0",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_437|Game_List_ID_1325}","{2003-11-12T00:00|2003-01-01T00:00}","2003-11-12T00:00",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_160|Game_List_ID_830|vga_games_json877}","{2010-09-01T00:00|2010-01-01T00:00|2010-09-07T00:00}","2010-09-07T00:00",,
"Genre","0.0","Genre-{Game_List_ID_2184|jpntop_233}","{Action|ADV}","Action",,
"Sales","0.0","Sales-{jpntop_383|vga_games_json5326}","{394861.0|380000.0}","387430.5",,
"GameTitle","0.0","GameTitle-{jpntop_179|Game_List_ID_414|vga_games_json447}","{The Legend of Zelda: Spirit Tracks|The Legend of Zelda: Spirit Tracks|The Legend of Zelda: Spirit Tracks}","The Legend of Zelda: Spirit Tracks",,
"Publisher","0.6666666666666666","Publisher-{jpntop_660|Game_List_ID_2494|vga_games_json2632}","{Koei|THQ|KOEI}","THQ",,
"Publisher","0.6666666666666666","Publisher-{Game_List_ID_4476|jpntop_578|vga_games_json4705}","{Nintendo|Koei|Nintendo}","Koei",,
"Publisher","0.6666666666666666","Publisher-{vga_games_json6239|jpntop_498|Game_List_ID_5943}","{Konami|Konami|Konami Digital Entertainment}","Konami",,
"Genre","0.0","Genre-{Game_List_ID_5218|jpntop_882}","{Role-Playing|RPG}","RPG",,
"GameTitle","0.0","GameTitle-{vga_games_json5972|Game_List_ID_6961|jpntop_715}","{Puzzle & Dragons X: God Chapter / Dragon Chapter|Puzzle & Dragons X: God Chapter / Dragon Chapter|Puzzle & Dragons X: God Chapter / Dragon Chapter}","Puzzle & Dragons X: God Chapter / Dragon Chapter",,
"Sales","1.0","Sales-{jpntop_109|vga_games_json868}","{1052882.0|1070000.0}","1061441.0",,
"Publisher","1.0","Publisher-{vga_games_json163|Game_List_ID_150|jpntop_45}","{Square Enix|Square Enix|Square Enix}","Square Enix",,
"Publisher","1.0","Publisher-{jpntop_460|vga_games_json8108|Game_List_ID_7738}","{Shogakukan|Shogakukan|Shogakukan}","Shogakukan",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_196|vga_games_json1410|Game_List_ID_1321}","{2004-02-26T00:00|2004-04-27T00:00|2004-01-01T00:00}","2004-02-26T00:00",,
"Sales","1.0","Sales-{jpntop_183|vga_games_json1555}","{686837.0|1030000.0}","858418.5",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_738|vga_games_json4447}","{2016-06-23T00:00|2017-02-28T00:00}","2017-02-28T00:00",,
"Publisher","0.5","Publisher-{Game_List_ID_12097|vga_games_json3611|jpntop_332|Game_List_ID_3425}","{Namco Bandai Games|Namco|Namco|Namco Bandai Games}","Namco",,
"Publisher","1.0","Publisher-{vga_games_json917|jpntop_416}","{Nintendo|Nintendo}","Nintendo",,
"Sales","1.0","Sales-{jpntop_879|vga_games_json7862}","{197212.0|210000.0}","203606.0",,
"Publisher","1.0","Publisher-{vga_games_json164|jpntop_31}","{Nintendo|Nintendo}","Nintendo",,
"GameTitle","0.0","GameTitle-{jpntop_568|vga_games_json4700|Game_List_ID_4548}","{Story of Seasons|Story of Seasons|Story of Seasons}","Story of Seasons",,
"Sales","1.0","Sales-{vga_games_json4225|jpntop_507}","{280000.0|315555.0}","297777.5",,
"Sales","1.0","Sales-{vga_games_json858|jpntop_566}","{290000.0|288537.0}","289268.5",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json917|jpntop_416}","{2013-05-24T00:00|2013-06-13T00:00}","2013-06-13T00:00",,
"Genre","1.0","Genre-{jpntop_162}","{RPG}","RPG",,
"Publisher","1.0","Publisher-{vga_games_json3875|jpntop_533}","{Square|Square}","Square",,
"Genre","0.0","Genre-{jpntop_875|Game_List_ID_3157}","{RPG|Role-Playing}","RPG",,
"Genre","0.0","Genre-{Game_List_ID_1538|jpntop_334}","{Role-Playing|RPG}","RPG",,
"Sales","1.0","Sales-{jpntop_883|vga_games_json4516}","{196700.0|220000.0}","208350.0",,
"Sales","0.0","Sales-{vga_games_json8577|jpntop_993}","{180000.0|176254.0}","178127.0",,
"Genre","0.6666666666666666","Genre-{jpntop_261|Game_List_ID_652|Game_List_ID_6293}","{FTG|Fighting|Fighting}","Fighting",,
"Publisher","0.6666666666666666","Publisher-{Game_List_ID_1617|jpntop_199|vga_games_json1722}","{Namco Bandai Games|Namco|Namco}","Namco",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_2|vga_games_json7|Game_List_ID_7}","{2006-05-25T00:00|2006-05-15T00:00|2006-01-01T00:00}","2006-05-15T00:00","false","2006-05-25T00:00"
"ReleaseDate","0.0","ReleaseDate-{jpntop_155|vga_games_json295|Game_List_ID_271}","{2004-12-16T00:00|2004-11-17T00:00|2004-01-01T00:00}","2004-12-16T00:00",,
"Genre","0.0","Genre-{jpntop_160|Game_List_ID_830}","{RPG|Role-Playing}","RPG",,
"Publisher","0.5555555555555556","Publisher-{vga_games_json21|Game_List_ID_157|Game_List_ID_38|vga_games_json19|Game_List_ID_17|jpntop_855|jpntop_157|Game_List_ID_24|Game_List_ID_1644}","{Rockstar Games|Take-Two Interactive|Take-Two Interactive|Rockstar Games|Take-Two Interactive|Take-Two Interactive Japan|Take-Two Interactive Japan|Take-Two Interactive|Take-Two Interactive}","Rockstar Games",,
"Publisher","0.5","Publisher-{vga_games_json1495|jpntop_135|Game_List_ID_12993|Game_List_ID_1402}","{KOEI|Koei|Tecmo Koei|Tecmo Koei}","KOEI",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_6552|jpntop_664|vga_games_json6869}","{2007-01-01T00:00|2007-09-08T00:00|2007-08-09T00:00}","2007-09-08T00:00",,
"Publisher","0.6666666666666666","Publisher-{Game_List_ID_4909|jpntop_642|vga_games_json5160}","{Namco Bandai Games|Bandai|Bandai}","Bandai",,
"Publisher","1.0","Publisher-{vga_games_json1396|jpntop_730|Game_List_ID_1314}","{Nintendo|Nintendo|Nintendo}","Nintendo",,
"Sales","1.0","Sales-{jpntop_630|vga_games_json2615}","{268256.0|270000.0}","269128.0",,
"GameTitle","0.0","GameTitle-{jpntop_170|Game_List_ID_772}","{Pokemon Ranger|Pokemon Ranger}","Pokemon Ranger",,
"Sales","1.0","Sales-{vga_games_json538|jpntop_89}","{1190000.0|1185022.0}","1187511.0",,
"Publisher","0.75","Publisher-{jpntop_341|vga_games_json2752|Game_List_ID_6132|Game_List_ID_2601}","{Bandai Namco Games|Atari|Atari|Atari}","Atari",,
"Genre","0.0","Genre-{Game_List_ID_1782|jpntop_327}","{Misc|ACT}","ACT",,
"GameTitle","0.0","GameTitle-{Game_List_ID_6574|Game_List_ID_2100|vga_games_json2703|jpntop_158|Game_List_ID_2557}","{Final Fantasy Type-0|Final Fantasy Type-0|Final Fantasy Type-0|Final Fantasy Type-0|Final Fantasy Type-0}","Final Fantasy Type-0",,
"Genre","0.6666666666666666","Genre-{Game_List_ID_177|jpntop_55|Game_List_ID_766}","{Role-Playing|RPG|Role-Playing}","Role-Playing",,
"GameTitle","0.0","GameTitle-{Game_List_ID_9556|jpntop_978}","{Ape Escape 3|Ape Escape 3}","Ape Escape 3",,
"GameTitle","0.0","GameTitle-{Game_List_ID_7225|jpntop_792|vga_games_json7565}","{Mobile Suit Gundam Seed|Mobile Suit Gundam Seed|Mobile Suit Gundam Seed}","Mobile Suit Gundam Seed",,
"Publisher","0.6666666666666666","Publisher-{jpntop_385|vga_games_json3119|Game_List_ID_2951}","{Konami|Konami|Konami Digital Entertainment}","Konami",,
